Store ID,Product ID,Category,Inventory Level,Units Sold,Risk_Flag
S005,P0001,Furniture,390,251,OK
S005,P0002,Groceries,422,171,OK
S005,P0003,Electronics,383,66,OK
S005,P0004,Furniture,363,156,OK
S005,P0005,Toys,50,37,Low Stock Risk
S005,P0006,Electronics,119,93,Low Stock Risk
S005,P0007,Toys,106,99,Low Stock Risk
S005,P0008,Toys,190,138,Low Stock Risk
S005,P0009,Clothing,449,296,OK
S005,P0010,Toys,487,43,OK
S005,P0011,Clothing,261,19,OK
S005,P0012,Groceries,268,93,OK
S005,P0013,Furniture,153,86,OK
S005,P0014,Electronics,369,53,OK
S005,P0015,Clothing,416,87,OK
S005,P0016,Groceries,60,54,Low Stock Risk
S005,P0017,Electronics,334,176,OK
S005,P0018,Furniture,265,90,OK
S005,P0019,Toys,241,169,Low Stock Risk
S005,P0020,Toys,101,54,OK
S001,P0001,Toys,271,150,OK
S001,P0002,Clothing,291,58,OK
S001,P0003,Groceries,206,14,OK
S001,P0004,Clothing,305,255,Low Stock Risk
S001,P0005,Furniture,278,72,OK
S001,P0006,Toys,404,2,OK
S001,P0007,Furniture,81,66,Low Stock Risk
S001,P0008,Groceries,462,360,Low Stock Risk
S001,P0009,Electronics,345,201,OK
S001,P0010,Clothing,370,216,OK
S001,P0011,Groceries,410,272,OK
S001,P0012,Electronics,436,137,OK
S001,P0013,Toys,162,29,OK
S001,P0014,Clothing,113,82,Low Stock Risk
S001,P0015,Groceries,420,386,Low Stock Risk
S001,P0016,Groceries,173,139,Low Stock Risk
S001,P0017,Electronics,197,40,OK
S001,P0018,Clothing,429,41,OK
S001,P0019,Toys,296,16,OK
S001,P0020,Electronics,450,438,Low Stock Risk
S002,P0001,Clothing,100,81,Low Stock Risk
S002,P0002,Electronics,66,10,OK
S002,P0003,Furniture,330,64,OK
S002,P0004,Toys,88,39,OK
S002,P0005,Groceries,118,4,OK
S002,P0006,Groceries,352,22,OK
S002,P0007,Furniture,98,75,Low Stock Risk
S002,P0008,Clothing,467,203,OK
S002,P0009,Furniture,300,300,Low Stock Risk
S002,P0010,Furniture,54,4,OK
S002,P0011,Clothing,157,112,Low Stock Risk
S002,P0012,Groceries,367,203,OK
S002,P0013,Furniture,117,87,Low Stock Risk
S002,P0014,Clothing,136,104,Low Stock Risk
S002,P0015,Furniture,437,170,OK
S002,P0016,Furniture,209,90,OK
S002,P0017,Clothing,258,56,OK
S002,P0018,Groceries,330,218,OK
S002,P0019,Groceries,425,167,OK
S002,P0020,Groceries,380,23,OK
S003,P0001,Groceries,440,213,OK
S003,P0002,Toys,53,36,Low Stock Risk
S003,P0003,Toys,313,283,Low Stock Risk
S003,P0004,Clothing,249,74,OK
S003,P0005,Electronics,166,140,Low Stock Risk
S003,P0006,Furniture,426,406,Low Stock Risk
S003,P0007,Electronics,220,70,OK
S003,P0008,Groceries,256,115,OK
S003,P0009,Toys,66,36,OK
S003,P0010,Clothing,401,96,OK
S003,P0011,Furniture,235,225,Low Stock Risk
S003,P0012,Electronics,76,58,Low Stock Risk
S003,P0013,Clothing,397,99,OK
S003,P0014,Furniture,345,275,Low Stock Risk
S003,P0015,Furniture,464,362,Low Stock Risk
S003,P0016,Electronics,210,16,OK
S003,P0017,Electronics,317,207,OK
S003,P0018,Electronics,108,94,Low Stock Risk
S003,P0019,Electronics,231,46,OK
S003,P0020,Furniture,59,30,OK
S004,P0001,Furniture,91,75,Low Stock Risk
S004,P0002,Toys,286,108,OK
S004,P0003,Groceries,320,162,OK
S004,P0004,Electronics,152,32,OK
S004,P0005,Furniture,332,323,Low Stock Risk
S004,P0006,Toys,342,174,OK
S004,P0007,Furniture,436,27,OK
S004,P0008,Toys,243,184,Low Stock Risk
S004,P0009,Groceries,235,112,OK
S004,P0010,Furniture,256,17,OK
S004,P0011,Electronics,432,160,OK
S004,P0012,Clothing,62,8,OK
S004,P0013,Toys,481,60,OK
S004,P0014,Clothing,308,30,OK
S004,P0015,Groceries,358,76,OK
S004,P0016,Groceries,495,382,Low Stock Risk
S004,P0017,Groceries,209,32,OK
S004,P0018,Groceries,472,439,Low Stock Risk
S004,P0019,Clothing,56,21,OK
S004,P0020,Clothing,333,219,OK
S005,P0001,Electronics,302,267,Low Stock Risk
S005,P0002,Furniture,210,195,Low Stock Risk
S005,P0003,Groceries,168,155,Low Stock Risk
S005,P0004,Groceries,246,61,OK
S005,P0005,Electronics,209,40,OK
S005,P0006,Groceries,119,71,OK
S005,P0007,Groceries,337,165,OK
S005,P0008,Furniture,284,132,OK
S005,P0009,Clothing,67,56,Low Stock Risk
S005,P0010,Toys,167,89,OK
S005,P0011,Electronics,105,102,Low Stock Risk
S005,P0012,Clothing,487,142,OK
S005,P0013,Electronics,336,61,OK
S005,P0014,Clothing,237,89,OK
S005,P0015,Toys,361,352,Low Stock Risk
S005,P0016,Groceries,114,23,OK
S005,P0017,Groceries,446,26,OK
S005,P0018,Groceries,438,50,OK
S005,P0019,Clothing,159,22,OK
S005,P0020,Clothing,116,60,OK
S001,P0001,Clothing,394,204,OK
S001,P0002,Furniture,272,120,OK
S001,P0003,Electronics,480,233,OK
S001,P0004,Clothing,112,80,Low Stock Risk
S001,P0005,Clothing,231,173,Low Stock Risk
S001,P0006,Toys,113,0,OK
S001,P0007,Furniture,127,127,Low Stock Risk
S001,P0008,Toys,100,81,Low Stock Risk
S001,P0009,Toys,401,325,Low Stock Risk
S001,P0010,Furniture,468,463,Low Stock Risk
S001,P0011,Groceries,65,5,OK
S001,P0012,Electronics,347,25,OK
S001,P0013,Groceries,193,14,OK
S001,P0014,Clothing,488,307,OK
S001,P0015,Groceries,479,152,OK
S001,P0016,Furniture,238,137,OK
S001,P0017,Furniture,442,261,OK
S001,P0018,Groceries,260,166,OK
S001,P0019,Clothing,454,96,OK
S001,P0020,Groceries,256,199,Low Stock Risk
S002,P0001,Furniture,390,172,OK
S002,P0002,Furniture,156,74,OK
S002,P0003,Clothing,261,127,OK
S002,P0004,Electronics,245,86,OK
S002,P0005,Clothing,161,132,Low Stock Risk
S002,P0006,Clothing,329,98,OK
S002,P0007,Clothing,351,254,Low Stock Risk
S002,P0008,Electronics,247,244,Low Stock Risk
S002,P0009,Furniture,105,41,OK
S002,P0010,Clothing,496,421,Low Stock Risk
S002,P0011,Electronics,439,11,OK
S002,P0012,Clothing,469,260,OK
S002,P0013,Clothing,424,260,OK
S002,P0014,Electronics,445,298,Low Stock Risk
S002,P0015,Furniture,277,59,OK
S002,P0016,Groceries,314,199,OK
S002,P0017,Electronics,185,86,OK
S002,P0018,Groceries,94,13,OK
S002,P0019,Furniture,476,114,OK
S002,P0020,Toys,183,40,OK
S003,P0001,Clothing,485,385,Low Stock Risk
S003,P0002,Furniture,278,276,Low Stock Risk
S003,P0003,Furniture,169,127,Low Stock Risk
S003,P0004,Clothing,85,71,Low Stock Risk
S003,P0005,Groceries,180,37,OK
S003,P0006,Electronics,204,44,OK
S003,P0007,Furniture,79,40,OK
S003,P0008,Toys,396,241,OK
S003,P0009,Groceries,443,270,OK
S003,P0010,Toys,166,56,OK
S003,P0011,Electronics,159,46,OK
S003,P0012,Clothing,51,47,Low Stock Risk
S003,P0013,Electronics,164,114,Low Stock Risk
S003,P0014,Furniture,177,170,Low Stock Risk
S003,P0015,Furniture,330,289,Low Stock Risk
S003,P0016,Electronics,207,205,Low Stock Risk
S003,P0017,Electronics,91,21,OK
S003,P0018,Electronics,340,227,Low Stock Risk
S003,P0019,Electronics,251,73,OK
S003,P0020,Furniture,392,128,OK
S004,P0001,Clothing,292,263,Low Stock Risk
S004,P0002,Toys,238,46,OK
S004,P0003,Clothing,300,175,OK
S004,P0004,Clothing,360,352,Low Stock Risk
S004,P0005,Clothing,404,141,OK
S004,P0006,Furniture,448,184,OK
S004,P0007,Toys,327,193,OK
S004,P0008,Electronics,461,123,OK
S004,P0009,Furniture,444,228,OK
S004,P0010,Toys,215,184,Low Stock Risk
S004,P0011,Clothing,101,61,OK
S004,P0012,Furniture,275,146,OK
S004,P0013,Furniture,376,144,OK
S004,P0014,Groceries,85,80,Low Stock Risk
S004,P0015,Clothing,376,232,OK
S004,P0016,Groceries,196,152,Low Stock Risk
S004,P0017,Furniture,93,7,OK
S004,P0018,Toys,362,173,OK
S004,P0019,Electronics,296,118,OK
S004,P0020,Electronics,401,14,OK
S005,P0001,Electronics,309,89,OK
S005,P0002,Groceries,455,268,OK
S005,P0003,Clothing,151,119,Low Stock Risk
S005,P0004,Electronics,111,107,Low Stock Risk
S005,P0005,Groceries,383,278,Low Stock Risk
S005,P0006,Toys,87,15,OK
S005,P0007,Clothing,116,56,OK
S005,P0008,Clothing,417,115,OK
S005,P0009,Clothing,152,23,OK
S005,P0010,Groceries,453,142,OK
S005,P0011,Electronics,141,89,OK
S005,P0012,Groceries,312,19,OK
S005,P0013,Groceries,206,159,Low Stock Risk
S005,P0014,Electronics,90,34,OK
S005,P0015,Groceries,237,190,Low Stock Risk
S005,P0016,Furniture,445,311,Low Stock Risk
S005,P0017,Groceries,198,41,OK
S005,P0018,Clothing,454,358,Low Stock Risk
S005,P0019,Toys,130,87,Low Stock Risk
S005,P0020,Furniture,363,72,OK
S001,P0001,Electronics,190,189,Low Stock Risk
S001,P0002,Electronics,127,5,OK
S001,P0003,Toys,326,226,Low Stock Risk
S001,P0004,Furniture,213,13,OK
S001,P0005,Electronics,176,143,Low Stock Risk
S001,P0006,Toys,288,43,OK
S001,P0007,Clothing,53,49,Low Stock Risk
S001,P0008,Electronics,165,63,OK
S001,P0009,Clothing,397,306,Low Stock Risk
S001,P0010,Clothing,276,33,OK
S001,P0011,Clothing,152,27,OK
S001,P0012,Furniture,145,78,OK
S001,P0013,Electronics,193,7,OK
S001,P0014,Clothing,387,341,Low Stock Risk
S001,P0015,Toys,261,108,OK
S001,P0016,Groceries,493,131,OK
S001,P0017,Groceries,307,67,OK
S001,P0018,Clothing,372,298,Low Stock Risk
S001,P0019,Electronics,434,158,OK
S001,P0020,Electronics,103,38,OK
S002,P0001,Clothing,487,422,Low Stock Risk
S002,P0002,Toys,476,124,OK
S002,P0003,Clothing,411,318,Low Stock Risk
S002,P0004,Clothing,75,51,Low Stock Risk
S002,P0005,Groceries,296,267,Low Stock Risk
S002,P0006,Electronics,190,5,OK
S002,P0007,Electronics,130,130,Low Stock Risk
S002,P0008,Electronics,379,358,Low Stock Risk
S002,P0009,Furniture,358,164,OK
S002,P0010,Electronics,104,17,OK
S002,P0011,Clothing,391,333,Low Stock Risk
S002,P0012,Groceries,377,349,Low Stock Risk
S002,P0013,Electronics,446,55,OK
S002,P0014,Clothing,316,35,OK
S002,P0015,Toys,137,16,OK
S002,P0016,Toys,380,71,OK
S002,P0017,Furniture,192,58,OK
S002,P0018,Groceries,458,66,OK
S002,P0019,Toys,428,59,OK
S002,P0020,Toys,411,367,Low Stock Risk
S003,P0001,Clothing,198,79,OK
S003,P0002,Groceries,310,49,OK
S003,P0003,Furniture,186,15,OK
S003,P0004,Clothing,209,26,OK
S003,P0005,Groceries,82,67,Low Stock Risk
S003,P0006,Clothing,175,132,Low Stock Risk
S003,P0007,Groceries,436,3,OK
S003,P0008,Groceries,257,105,OK
S003,P0009,Clothing,489,323,OK
S003,P0010,Electronics,374,276,Low Stock Risk
S003,P0011,Groceries,223,115,OK
S003,P0012,Groceries,466,226,OK
S003,P0013,Toys,146,109,Low Stock Risk
S003,P0014,Toys,270,90,OK
S003,P0015,Toys,404,353,Low Stock Risk
S003,P0016,Electronics,332,80,OK
S003,P0017,Clothing,489,256,OK
S003,P0018,Groceries,226,18,OK
S003,P0019,Toys,437,266,OK
S003,P0020,Furniture,90,31,OK
S004,P0001,Electronics,486,410,Low Stock Risk
S004,P0002,Electronics,336,42,OK
S004,P0003,Electronics,99,11,OK
S004,P0004,Toys,377,354,Low Stock Risk
S004,P0005,Clothing,281,8,OK
S004,P0006,Electronics,375,6,OK
S004,P0007,Electronics,125,78,OK
S004,P0008,Groceries,99,32,OK
S004,P0009,Clothing,477,76,OK
S004,P0010,Electronics,188,154,Low Stock Risk
S004,P0011,Toys,311,89,OK
S004,P0012,Clothing,175,171,Low Stock Risk
S004,P0013,Clothing,187,97,OK
S004,P0014,Toys,434,12,OK
S004,P0015,Furniture,362,219,OK
S004,P0016,Electronics,321,268,Low Stock Risk
S004,P0017,Furniture,297,41,OK
S004,P0018,Groceries,384,33,OK
S004,P0019,Electronics,355,337,Low Stock Risk
S004,P0020,Electronics,153,97,OK
S005,P0001,Furniture,52,38,Low Stock Risk
S005,P0002,Electronics,104,44,OK
S005,P0003,Furniture,333,100,OK
S005,P0004,Furniture,197,65,OK
S005,P0005,Furniture,155,38,OK
S005,P0006,Furniture,468,79,OK
S005,P0007,Clothing,448,304,Low Stock Risk
S005,P0008,Clothing,342,37,OK
S005,P0009,Clothing,315,159,OK
S005,P0010,Clothing,345,120,OK
S005,P0011,Toys,354,116,OK
S005,P0012,Furniture,500,301,OK
S005,P0013,Groceries,64,25,OK
S005,P0014,Toys,352,75,OK
S005,P0015,Electronics,401,86,OK
S005,P0016,Electronics,269,25,OK
S005,P0017,Clothing,496,194,OK
S005,P0018,Clothing,360,127,OK
S005,P0019,Furniture,341,71,OK
S005,P0020,Furniture,280,123,OK
S001,P0001,Clothing,105,0,OK
S001,P0002,Groceries,197,69,OK
S001,P0003,Clothing,231,80,OK
S001,P0004,Furniture,75,33,OK
S001,P0005,Clothing,207,30,OK
S001,P0006,Electronics,194,58,OK
S001,P0007,Clothing,376,287,Low Stock Risk
S001,P0008,Clothing,286,212,Low Stock Risk
S001,P0009,Clothing,359,150,OK
S001,P0010,Electronics,349,290,Low Stock Risk
S001,P0011,Electronics,465,402,Low Stock Risk
S001,P0012,Clothing,160,14,OK
S001,P0013,Electronics,201,183,Low Stock Risk
S001,P0014,Clothing,471,239,OK
S001,P0015,Toys,332,319,Low Stock Risk
S001,P0016,Clothing,279,259,Low Stock Risk
S001,P0017,Electronics,406,243,OK
S001,P0018,Electronics,473,162,OK
S001,P0019,Toys,470,308,OK
S001,P0020,Clothing,225,55,OK
S002,P0001,Clothing,315,77,OK
S002,P0002,Toys,414,119,OK
S002,P0003,Clothing,132,47,OK
S002,P0004,Furniture,228,67,OK
S002,P0005,Toys,147,91,OK
S002,P0006,Groceries,373,357,Low Stock Risk
S002,P0007,Furniture,211,85,OK
S002,P0008,Toys,55,53,Low Stock Risk
S002,P0009,Electronics,403,86,OK
S002,P0010,Furniture,398,319,Low Stock Risk
S002,P0011,Groceries,307,230,Low Stock Risk
S002,P0012,Furniture,94,6,OK
S002,P0013,Electronics,260,162,OK
S002,P0014,Electronics,162,63,OK
S002,P0015,Clothing,377,304,Low Stock Risk
S002,P0016,Clothing,497,139,OK
S002,P0017,Electronics,217,24,OK
S002,P0018,Electronics,344,65,OK
S002,P0019,Toys,346,188,OK
S002,P0020,Groceries,306,228,Low Stock Risk
S003,P0001,Electronics,429,0,OK
S003,P0002,Groceries,182,68,OK
S003,P0003,Furniture,187,96,OK
S003,P0004,Clothing,225,124,OK
S003,P0005,Groceries,229,173,Low Stock Risk
S003,P0006,Clothing,170,27,OK
S003,P0007,Furniture,314,35,OK
S003,P0008,Electronics,358,171,OK
S003,P0009,Toys,305,163,OK
S003,P0010,Furniture,189,140,Low Stock Risk
S003,P0011,Groceries,150,121,Low Stock Risk
S003,P0012,Clothing,466,214,OK
S003,P0013,Groceries,284,205,Low Stock Risk
S003,P0014,Groceries,103,69,Low Stock Risk
S003,P0015,Electronics,52,0,OK
S003,P0016,Furniture,254,204,Low Stock Risk
S003,P0017,Furniture,65,19,OK
S003,P0018,Groceries,227,122,OK
S003,P0019,Toys,74,6,OK
S003,P0020,Clothing,217,8,OK
S004,P0001,Toys,134,27,OK
S004,P0002,Groceries,153,18,OK
S004,P0003,Furniture,328,169,OK
S004,P0004,Groceries,124,70,OK
S004,P0005,Electronics,157,133,Low Stock Risk
S004,P0006,Electronics,318,98,OK
S004,P0007,Toys,107,90,Low Stock Risk
S004,P0008,Toys,180,172,Low Stock Risk
S004,P0009,Furniture,53,1,OK
S004,P0010,Furniture,483,55,OK
S004,P0011,Clothing,230,167,Low Stock Risk
S004,P0012,Furniture,381,300,Low Stock Risk
S004,P0013,Electronics,250,239,Low Stock Risk
S004,P0014,Electronics,260,115,OK
S004,P0015,Groceries,238,90,OK
S004,P0016,Furniture,110,13,OK
S004,P0017,Toys,417,271,OK
S004,P0018,Electronics,57,2,OK
S004,P0019,Electronics,58,26,OK
S004,P0020,Toys,273,11,OK
S005,P0001,Toys,425,11,OK
S005,P0002,Groceries,121,27,OK
S005,P0003,Furniture,104,18,OK
S005,P0004,Electronics,253,63,OK
S005,P0005,Clothing,52,27,OK
S005,P0006,Toys,418,4,OK
S005,P0007,Clothing,139,86,OK
S005,P0008,Furniture,172,52,OK
S005,P0009,Furniture,139,124,Low Stock Risk
S005,P0010,Furniture,435,394,Low Stock Risk
S005,P0011,Toys,234,159,Low Stock Risk
S005,P0012,Clothing,442,361,Low Stock Risk
S005,P0013,Furniture,314,51,OK
S005,P0014,Furniture,363,303,Low Stock Risk
S005,P0015,Clothing,78,34,OK
S005,P0016,Toys,193,53,OK
S005,P0017,Furniture,314,152,OK
S005,P0018,Furniture,65,41,OK
S005,P0019,Groceries,175,139,Low Stock Risk
S005,P0020,Furniture,318,152,OK
S001,P0001,Furniture,461,309,Low Stock Risk
S001,P0002,Clothing,120,63,OK
S001,P0003,Electronics,390,177,OK
S001,P0004,Toys,54,43,Low Stock Risk
S001,P0005,Electronics,328,323,Low Stock Risk
S001,P0006,Electronics,239,82,OK
S001,P0007,Toys,147,111,Low Stock Risk
S001,P0008,Toys,74,51,Low Stock Risk
S001,P0009,Furniture,204,187,Low Stock Risk
S001,P0010,Clothing,261,17,OK
S001,P0011,Clothing,422,342,Low Stock Risk
S001,P0012,Toys,290,40,OK
S001,P0013,Electronics,327,111,OK
S001,P0014,Toys,454,299,OK
S001,P0015,Groceries,54,16,OK
S001,P0016,Electronics,213,86,OK
S001,P0017,Toys,337,226,Low Stock Risk
S001,P0018,Toys,326,25,OK
S001,P0019,Clothing,150,57,OK
S001,P0020,Furniture,66,46,Low Stock Risk
S002,P0001,Furniture,487,467,Low Stock Risk
S002,P0002,Electronics,111,102,Low Stock Risk
S002,P0003,Groceries,425,408,Low Stock Risk
S002,P0004,Toys,157,66,OK
S002,P0005,Groceries,315,55,OK
S002,P0006,Groceries,198,5,OK
S002,P0007,Electronics,382,358,Low Stock Risk
S002,P0008,Electronics,410,170,OK
S002,P0009,Groceries,291,266,Low Stock Risk
S002,P0010,Clothing,370,139,OK
S002,P0011,Toys,242,52,OK
S002,P0012,Toys,221,30,OK
S002,P0013,Electronics,195,133,Low Stock Risk
S002,P0014,Furniture,489,419,Low Stock Risk
S002,P0015,Toys,137,20,OK
S002,P0016,Toys,374,56,OK
S002,P0017,Clothing,217,168,Low Stock Risk
S002,P0018,Groceries,211,84,OK
S002,P0019,Electronics,118,96,Low Stock Risk
S002,P0020,Furniture,89,36,OK
S003,P0001,Clothing,266,221,Low Stock Risk
S003,P0002,Toys,364,2,OK
S003,P0003,Clothing,454,391,Low Stock Risk
S003,P0004,Clothing,65,5,OK
S003,P0005,Electronics,300,79,OK
S003,P0006,Electronics,273,81,OK
S003,P0007,Electronics,101,58,OK
S003,P0008,Groceries,164,152,Low Stock Risk
S003,P0009,Toys,366,156,OK
S003,P0010,Electronics,206,169,Low Stock Risk
S003,P0011,Clothing,227,41,OK
S003,P0012,Electronics,418,177,OK
S003,P0013,Clothing,184,50,OK
S003,P0014,Furniture,379,248,OK
S003,P0015,Groceries,69,28,OK
S003,P0016,Clothing,63,31,OK
S003,P0017,Clothing,187,180,Low Stock Risk
S003,P0018,Clothing,191,159,Low Stock Risk
S003,P0019,Furniture,162,20,OK
S003,P0020,Clothing,374,280,Low Stock Risk
S004,P0001,Clothing,500,131,OK
S004,P0002,Electronics,399,172,OK
S004,P0003,Toys,382,366,Low Stock Risk
S004,P0004,Electronics,52,43,Low Stock Risk
S004,P0005,Groceries,66,11,OK
S004,P0006,Groceries,164,26,OK
S004,P0007,Groceries,222,46,OK
S004,P0008,Electronics,276,231,Low Stock Risk
S004,P0009,Electronics,475,88,OK
S004,P0010,Toys,263,247,Low Stock Risk
S004,P0011,Clothing,160,123,Low Stock Risk
S004,P0012,Electronics,221,69,OK
S004,P0013,Furniture,383,223,OK
S004,P0014,Groceries,140,36,OK
S004,P0015,Electronics,373,321,Low Stock Risk
S004,P0016,Toys,76,41,OK
S004,P0017,Electronics,94,35,OK
S004,P0018,Groceries,270,162,OK
S004,P0019,Groceries,486,368,Low Stock Risk
S004,P0020,Groceries,274,238,Low Stock Risk
S005,P0001,Groceries,139,87,OK
S005,P0002,Furniture,50,47,Low Stock Risk
S005,P0003,Toys,54,24,OK
S005,P0004,Clothing,285,110,OK
S005,P0005,Electronics,403,232,OK
S005,P0006,Groceries,59,48,Low Stock Risk
S005,P0007,Electronics,78,2,OK
S005,P0008,Electronics,472,424,Low Stock Risk
S005,P0009,Toys,179,98,OK
S005,P0010,Electronics,52,52,Low Stock Risk
S005,P0011,Toys,354,294,Low Stock Risk
S005,P0012,Electronics,221,14,OK
S005,P0013,Toys,335,189,OK
S005,P0014,Clothing,343,225,OK
S005,P0015,Electronics,57,31,OK
S005,P0016,Clothing,84,73,Low Stock Risk
S005,P0017,Electronics,302,88,OK
S005,P0018,Electronics,266,248,Low Stock Risk
S005,P0019,Toys,451,9,OK
S005,P0020,Electronics,252,73,OK
S001,P0001,Furniture,154,64,OK
S001,P0002,Clothing,324,147,OK
S001,P0003,Furniture,295,3,OK
S001,P0004,Clothing,95,92,Low Stock Risk
S001,P0005,Electronics,73,30,OK
S001,P0006,Furniture,342,99,OK
S001,P0007,Furniture,450,165,OK
S001,P0008,Clothing,78,69,Low Stock Risk
S001,P0009,Clothing,353,214,OK
S001,P0010,Electronics,281,216,Low Stock Risk
S001,P0011,Electronics,217,198,Low Stock Risk
S001,P0012,Toys,167,127,Low Stock Risk
S001,P0013,Groceries,302,175,OK
S001,P0014,Electronics,199,159,Low Stock Risk
S001,P0015,Toys,287,127,OK
S001,P0016,Clothing,69,3,OK
S001,P0017,Furniture,236,32,OK
S001,P0018,Furniture,453,361,Low Stock Risk
S001,P0019,Furniture,431,275,OK
S001,P0020,Furniture,57,40,Low Stock Risk
S002,P0001,Furniture,169,79,OK
S002,P0002,Electronics,348,173,OK
S002,P0003,Clothing,103,99,Low Stock Risk
S002,P0004,Clothing,180,155,Low Stock Risk
S002,P0005,Toys,185,40,OK
S002,P0006,Furniture,228,156,Low Stock Risk
S002,P0007,Electronics,65,18,OK
S002,P0008,Clothing,260,89,OK
S002,P0009,Toys,386,292,Low Stock Risk
S002,P0010,Furniture,208,38,OK
S002,P0011,Electronics,472,83,OK
S002,P0012,Furniture,249,114,OK
S002,P0013,Toys,303,83,OK
S002,P0014,Electronics,324,135,OK
S002,P0015,Furniture,253,99,OK
S002,P0016,Furniture,340,35,OK
S002,P0017,Groceries,454,151,OK
S002,P0018,Furniture,111,0,OK
S002,P0019,Clothing,297,71,OK
S002,P0020,Toys,181,165,Low Stock Risk
S003,P0001,Furniture,447,183,OK
S003,P0002,Groceries,442,258,OK
S003,P0003,Groceries,321,35,OK
S003,P0004,Toys,388,309,Low Stock Risk
S003,P0005,Toys,213,12,OK
S003,P0006,Furniture,226,209,Low Stock Risk
S003,P0007,Furniture,138,11,OK
S003,P0008,Toys,385,263,Low Stock Risk
S003,P0009,Groceries,486,257,OK
S003,P0010,Electronics,484,67,OK
S003,P0011,Clothing,93,31,OK
S003,P0012,Toys,335,46,OK
S003,P0013,Groceries,456,136,OK
S003,P0014,Electronics,151,131,Low Stock Risk
S003,P0015,Furniture,153,31,OK
S003,P0016,Toys,430,305,Low Stock Risk
S003,P0017,Groceries,197,149,Low Stock Risk
S003,P0018,Electronics,61,12,OK
S003,P0019,Clothing,107,43,OK
S003,P0020,Electronics,185,108,OK
S004,P0001,Groceries,138,10,OK
S004,P0002,Toys,308,153,OK
S004,P0003,Toys,365,123,OK
S004,P0004,Toys,165,38,OK
S004,P0005,Groceries,382,212,OK
S004,P0006,Groceries,55,2,OK
S004,P0007,Electronics,175,50,OK
S004,P0008,Furniture,410,106,OK
S004,P0009,Furniture,454,191,OK
S004,P0010,Electronics,219,216,Low Stock Risk
S004,P0011,Electronics,256,107,OK
S004,P0012,Toys,91,72,Low Stock Risk
S004,P0013,Clothing,255,213,Low Stock Risk
S004,P0014,Clothing,357,67,OK
S004,P0015,Clothing,333,194,OK
S004,P0016,Electronics,335,65,OK
S004,P0017,Furniture,219,205,Low Stock Risk
S004,P0018,Groceries,414,285,Low Stock Risk
S004,P0019,Groceries,133,94,Low Stock Risk
S004,P0020,Groceries,174,119,Low Stock Risk
S005,P0001,Furniture,245,24,OK
S005,P0002,Clothing,458,251,OK
S005,P0003,Groceries,361,49,OK
S005,P0004,Furniture,227,4,OK
S005,P0005,Furniture,54,15,OK
S005,P0006,Electronics,172,48,OK
S005,P0007,Electronics,269,232,Low Stock Risk
S005,P0008,Electronics,384,295,Low Stock Risk
S005,P0009,Electronics,54,10,OK
S005,P0010,Clothing,499,71,OK
S005,P0011,Furniture,451,208,OK
S005,P0012,Furniture,252,231,Low Stock Risk
S005,P0013,Toys,454,422,Low Stock Risk
S005,P0014,Clothing,102,31,OK
S005,P0015,Groceries,211,63,OK
S005,P0016,Toys,409,157,OK
S005,P0017,Clothing,344,170,OK
S005,P0018,Electronics,281,64,OK
S005,P0019,Clothing,442,1,OK
S005,P0020,Electronics,390,257,OK
S001,P0001,Furniture,131,90,Low Stock Risk
S001,P0002,Toys,232,159,Low Stock Risk
S001,P0003,Furniture,404,263,OK
S001,P0004,Toys,441,433,Low Stock Risk
S001,P0005,Groceries,333,65,OK
S001,P0006,Clothing,484,338,Low Stock Risk
S001,P0007,Toys,287,43,OK
S001,P0008,Groceries,323,229,Low Stock Risk
S001,P0009,Furniture,256,232,Low Stock Risk
S001,P0010,Electronics,190,174,Low Stock Risk
S001,P0011,Furniture,272,186,Low Stock Risk
S001,P0012,Clothing,234,176,Low Stock Risk
S001,P0013,Toys,143,141,Low Stock Risk
S001,P0014,Electronics,152,66,OK
S001,P0015,Groceries,331,191,OK
S001,P0016,Groceries,251,47,OK
S001,P0017,Toys,233,74,OK
S001,P0018,Toys,349,34,OK
S001,P0019,Electronics,71,19,OK
S001,P0020,Furniture,192,75,OK
S002,P0001,Toys,340,201,OK
S002,P0002,Groceries,477,336,Low Stock Risk
S002,P0003,Clothing,106,102,Low Stock Risk
S002,P0004,Electronics,148,48,OK
S002,P0005,Electronics,403,39,OK
S002,P0006,Clothing,142,30,OK
S002,P0007,Furniture,361,336,Low Stock Risk
S002,P0008,Electronics,494,131,OK
S002,P0009,Furniture,373,46,OK
S002,P0010,Furniture,65,15,OK
S002,P0011,Groceries,444,366,Low Stock Risk
S002,P0012,Furniture,313,288,Low Stock Risk
S002,P0013,Electronics,68,52,Low Stock Risk
S002,P0014,Clothing,356,191,OK
S002,P0015,Groceries,378,165,OK
S002,P0016,Furniture,259,106,OK
S002,P0017,Toys,81,30,OK
S002,P0018,Toys,90,0,OK
S002,P0019,Groceries,351,254,Low Stock Risk
S002,P0020,Toys,157,10,OK
S003,P0001,Groceries,246,13,OK
S003,P0002,Clothing,60,4,OK
S003,P0003,Groceries,231,61,OK
S003,P0004,Electronics,59,47,Low Stock Risk
S003,P0005,Toys,393,32,OK
S003,P0006,Clothing,495,350,Low Stock Risk
S003,P0007,Furniture,112,52,OK
S003,P0008,Groceries,441,97,OK
S003,P0009,Furniture,350,179,OK
S003,P0010,Furniture,352,39,OK
